#Año,Tipo,Presupuesto,Programa,Económica,Descripcion,Inicial,Seccion
2016,G,P,1711,16000,SEGURIDAD SOCIAL,77449.56,0301
2016,G,P,1711,2219914,SUMINISTROS MEDIOAMBIENTALES,8000.00,0301
2016,G,P,1711,2270101,SERVICIO DE VIGILANCIA DE INFRAESTRUCTURAS Y ZONAS VERDES,12000.00,0301
2016,G,P,1711,2270107,SERVICIOA CONSERJERIA PARQUE 8 DE MARZO,25000.00,0301
2016,G,P,1711,2270111,SERVICIO CONSERJERIA PUNTOS LIMPIOS,50000.00,0301
2016,G,P,1711,2270115,SERVICIO CONSERJERIA PARQUE MIGUEL DE MAÑARA,35000.00,0301
2016,G,P,1711,2270119,CONTROL APARCAMIENTO PARQUE EL MAJUELO,28000.00,0301
2016,G,P,1711,2279912,MANTENIMIENTO FASE I PARQUE DE LAS GRAVERAS,35000.00,0301
2016,G,P,1711,2279913,MANTENIMIENTO PASEO ARROYO,15000.00,0301
2016,G,P,1711,2279915,MANTENIMIENTO PARQUE EL MAJUELO,225000.00,0301
2016,G,P,1711,2279916,MANTENIMIENTO PARQUE DEHESA BOYAL,55000.00,0301
2016,G,P,1711,2279918,MANTENIMIENTO PARQUE BARRIADAS SANTA CRUZ,97000.00,0301
2016,G,P,1711,2279919,MANTENIMIENTO ZONA AJARDINADA S LA RINCONADA,76000.00,0301
2016,G,P,1711,2279920,"MANTENIMIENTO PARQUES, JUEGOS INFANTILES Y AUTOMATISMOS RIEGO",50000.00,0301
2016,G,P,1711,2279924,"MANTENIMIENTO ZONAS AJARDINADAS, PODAS",25000.00,0301
2016,G,P,1711,2279928,"MANTENIMIENTO ZONAS AJARDINADAS, PAGO DE EN MEDIO",50000.00,0301
2016,G,P,1711,61123,PLAN DE MODERNIZACION DE PARQUES Y ESCENA URBANA,100000.00,0301
2016,G,P,1711,63301,MODERNIZACION DE SISTEMAS DE IEGO Y REFORESTACION,15000.00,0301
2016,G,P,2211,16204,ACCION SOCIAL,12837.01,0301
2016,G,P,2211,16206,VESTUARIO,2907.00,0301
2016,G,P,3111,2279944,RECOGIDA DE NARANJA AMRGA,4800.00,0301
2016,G,P,3111,2279945,"CAMPAÑA DESRATIZACION, DESINFECCION DE EDIFICIOS Y VIVIENDAS",15000.00,0301
2016,G,P,1641,12005,SUELDOS GRUPO E,7755.37,0302
2016,G,P,1641,12006,TRIENIOS,1139.97,0302
2016,G,P,1641,12100,COMPLEMENTOS DE DESTINO,4312.84,0302
2016,G,P,1641,12101,COMPLEMENTOS ESPECIFICO,7883.90,0302
2016,G,P,1641,15000,PRODUCTIVIDAD ,1189.56,0302
2016,G,P,1641,15001,PRODUCTIVIDAD-CONSTANCIA,2288.88,0302
2016,G,P,1641,16000,SEGURIDAD SOCIAL,9189.37,0302
2016,G,P,4411,2279940,CONTRATO DE TRANSPORTE INTERURBANO,270000.00,0303
2016,G,P,4411,46700,APORTACION CONCORCIO TRANSPORTE A.METROPOLITANA,144126.00,0303
2016,G,P,4411,76700,APORTACION CONCORCIO TRANSPORTE AREA METROPOLITANA,147.00,0303
2016,G,P,4412,2260204,"PUBLICIDA, PROPAGANDA Y APOYO SECTOR TAXI",11000.00,0303
2016,G,P,4412,77001,A TAXISTAS PARA ADQUISICION DE TAXIMETRO,5000.00,0303
2016,G,P,1621,2279962,CONTRATO CESPA S.A. RECOGIDA RSU,950000.00,0304
2016,G,P,1621,2279964,RECOGIDA DE RESIDUOS EN PUNTO VERDE,65000.00,0304
2016,G,P,1621,35802,INTERESES LEASING CAMION RSU 2009,1600.00,0304
2016,G,P,1621,60100,SOTERRAMIENTO-REUBICACION CONTENEDORES,5000.00,0304
2016,G,P,1621,63501,"SUMINISTRO DE CONTENEDORES, PAPELERAS Y MEDIOS LIMPIEZA",13000.00,0304
2016,G,P,1621,64802,CUOTAS LEASING CAMION RSU 2009,30000.00,0304
2016,G,P,1623,46301,"A LA MANCOMUNIDAD, PLANTA TRATAMIENTO",460000.00,0304
2016,G,P,1502,12000,SUELDOS GRUPO A1,29648.19,0401
2016,G,P,1502,12003,SUELDOS GRUPO C1,19967.37,0401
2016,G,P,1502,12006,TRIENIOS,9289.38,0401
2016,G,P,1502,12100,COMPLEMENTOS DE DESTINO,24314.30,0401
2016,G,P,1502,12101,COMPLEMENTOS ESPECIFICO,28416.31,0401
2016,G,P,1502,13000,RETRIBUCIONES BASICAS,45426.30,0401
2016,G,P,1502,15000,PRODUCTIVIDAD ,9868.76,0401
2016,G,P,1502,15001,PRODUCTIVIDAD-CONSTANCIA,13733.28,0401
2016,G,P,1502,16000,SEGURIDAD SOCIAL,51366.35,0401
2016,G,P,1502,21602,MANTº RED INFORMATICA Y EQUIPOS DPTOº DE URBANISMO,500.00,0401
2016,G,P,1502,22000,ORDINARIO NO INVENTARIABLE,3000.00,0401
2016,G,P,1502,22001,"PRENSA,REVISTA,LIBROS Y OTRAS PUBLICACIONES",500.00,0401
2016,G,P,1502,22002,MATERIAL INFORMATICO NO INVENTARIABLE,500.00,0401
2016,G,P,1502,22200,SERVICIO DE TELECOMUNICACIONES,7500.00,0401
2016,G,P,1502,62500,MOBILIARIO TENENCIA ALCALDIA,500.00,0401
2016,G,P,1511,62103,EXPROPIACIONES PAGO DE EN MEDIO,91719.26,0401
2016,G,P,1511,64024,REVISION PARCIAL PGOU,5765.00,0401
2016,G,P,1512,12000,SUELDOS GRUPO A1,44472.28,0401
2016,G,P,1512,12001,SUELDOS DEL GRUPO A2,26071.02,0401
2016,G,P,1512,12006,TRIENIOS,5844.33,0401
2016,G,P,1512,12100,COMPLEMENTOS DE DESTINO,35892.13,0401
2016,G,P,1512,12101,COMPLEMENTOS ESPECIFICO,35142.99,0401
2016,G,P,1512,13000,RETRIBUCIONES BASICAS,118024.56,0401
2016,G,P,1512,15001,PRODUCTIVIDAD-CONSTANCIA,20599.92,0401
2016,G,P,1512,16000,SEGURIDAD SOCIAL,87269.75,0401
2016,G,P,1512,22616,"CARTELERIA, INFORMACION Y DIVULGACIÇON ACCIONES SUBVENCIONADAS",500.00,0401
2016,G,P,1512,2270652,"CONTROL ENSAYO, GEOTECNICA Y OTROS",15000.00,0401
2016,G,P,1512,23120,LOCOMOCION PERSONAL NO DIRECTIVO,4291.92,0401
2016,G,P,1512,48012,A LA E.U.C NUEVA JARILLA RESIDENCIAL PARA COSTES DE MANTENIMIENTO,12000.00,0401
2016,G,P,1512,62200,"REDACCION DE PROYECTOS, CALCULOS Y ESTRUCTURAS",46585.00,0401
2016,G,P,2211,16204,ACCION SOCIAL,2736.67,0401
2016,G,P,2211,16206,VESTUARIO,4590.00,0401
2016,G,P,1701,13000,RETRIBUCIONES BASICAS,21789.49,0402
2016,G,P,1701,15000,PRODUCTIVIDAD ,1439.62,0402
2016,G,P,1701,15001,PRODUCTIVIDAD-CONSTANCIA,2288.88,0402
2016,G,P,1701,16000,SEGURIDAD SOCIAL,8516.24,0402
2016,G,P,1701,22500,TRIBUTOS ESTATALES,10205.00,0402
2016,G,P,1701,22602,PUBLICIDAD Y PROPAGANDA,500.00,0402
2016,G,P,1701,22706,ESTUDIOS Y TRABAJOS TECNICOS,1000.00,0402
2016,G,P,1701,2279910,NOTIFICACIONES Y REPARTO,500.00,0402
2016,G,P,1701,23120,LOCOMOCION PERSONAL NO DIRECTIVO,1430.64,0402
2016,G,P,1722,2260203,CAMPAÑA DIFUSION MATERIA MEDIO AMBIENTAL,7000.00,0402
2016,G,P,1722,2260608,FORMACION EN EFICIENCIA ENERGETICA,45150.00,0402
2016,G,P,1722,2260622,FORO MEDIOAMBIENTAL,1000.00,0402
2016,G,P,1722,2269902,PLAN INTEGRAL DE LA JUVENTUD,1000.00,0402
2016,G,P,1722,2269917,ACTIVIDADES MEDIOMABIENTALES,7000.00,0402
2016,G,P,1722,2269948,CONTRATO VERDE,500.00,0402
2016,G,P,1722,2279905,PROGRAMA INTEGRAL DE ACCION PARA ANOMALES DE COMPAÑÍA,5000.00,0402
2016,G,P,1722,2279927,MANTENIMIENTO PAGINA WEB DE TRANSPORTE DE LA RINCONADA,490.00,0402
2016,G,P,1722,2279958,CONVENIO COLEGIO DE VETERINAROS,3630.00,0402
2016,G,P,1722,2279969,RECOGIDA Y DESTRUCCION DE DOCUMENTOS,8000.00,0402
2016,G,P,1722,46603,CUOTAS REDES CIUDADES POR EL CLIMA Y OTRAS,150.00,0402
2016,G,P,1722,46605,ADEHESION RED DE CIUDADES POR LA BICICLETA,600.00,0402
2016,G,P,1722,46606,CUOTAS REDE CIUDADES QUE CAMINAN,300.00,0402
2016,G,P,1722,60160,IMPLANTACION ACCIONES PLAN DE ACCION MEDIOAMBIENTAL,80000.00,0402
2016,G,P,1722,60910,RUTAS Y VIAS VERDES,55000.00,0402
2016,G,P,1722,61117,P.F.O.E.A. (GARANTIA DE RENTAS),0.00,0402
2016,G,P,1722,62231,CERRAMIENTO Y OBRAS EN EDIF.MUNICIPALES Y NO MUNICIPALES,5000.00,0402
2016,G,P,2211,16206,VESTUARIO,306.00,0402
2016,G,P,1521,44004,A SODERIN 21 DESARROLLO Y VIVIENDA PAGO ICIO,3.00,0404
2016,G,P,1521,48956,APORTACION MUNICIPAL A ORGANISMOS DE VICIENDA,4800.00,0404
2016,G,P,1522,22646,III PLAN DE IGUALDAD DE OPORTUNIDADES,1000.00,0404
2016,G,P,1522,78003,PROGRAMA REHABILITACION DE VIVIENDAS,150000.00,0404
2016,G,P,9251,14002,OFICINA ASESORAMIENTO CONTRA DESAHUCIOS,9985.34,0404
2016,G,P,9251,15001,PRODUCTIVIDAD-CONSTANCIA,2288.88,0404
2016,G,P,9251,16000,SEGURIDAD SOCIAL,4082.34,0404
2016,G,P,9251,22000,ORDINARIO NO INVENTARIABLE,100.00,0404
2016,G,P,2211,16204,ACCION SOCIAL,2538.15,0501
2016,G,P,2211,16206,VESTUARIO,5508.00,0501
2016,G,P,2311,12004,SUELDOS GRUPO C2,8462.37,0501
2016,G,P,2311,12006,TRIENIOS,2527.77,0501
2016,G,P,2311,12100,COMPLEMENTOS DE DESTINO,4312.84,0501
2016,G,P,2311,12101,COMPLEMENTOS ESPECIFICO,7539.45,0501
2016,G,P,2311,13000,RETRIBUCIONES BASICAS,27140.54,0501
2016,G,P,2311,15000,PRODUCTIVIDAD ,7542.92,0501
2016,G,P,2311,15001,PRODUCTIVIDAD-CONSTANCIA,4577.76,0501
2016,G,P,2311,16000,SEGURIDAD SOCIAL,20502.32,0501
2016,G,P,2311,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,300.00,0501
2016,G,P,2311,22000,ORDINARIO NO INVENTARIABLE,2500.00,0501
2016,G,P,2311,22002,MATERIAL INFORMATICO NO INVENTARIABLE,1200.00,0501
2016,G,P,2311,22200,SERVICIO DE TELECOMUNICACIONES,12000.00,0501
2016,G,P,2311,22602,PUBLICIDAD Y PROPAGANDA,300.00,0501
2016,G,P,2311,23120,LOCOMOCION PERSONAL NO DIRECTIVO,1430.64,0501
2016,G,P,2311,41000,"AL PATRONATO PERSONAS CON DISCAPACIDAD, GASTOS CORRIENTES",136428.92,0501
2016,G,P,2311,41001,AL PATRONATO DEPORTES,40000.00,0501
2016,G,P,2311,71001,"AL PATRONATO PERSONAS CON DISCAPACIDAD, GASTOS CAPITAL",12396.50,0501
2016,G,P,2312,13000,RETRIBUCIONES BASICAS,244998.92,0501
2016,G,P,2312,13100,RET.BASICAS LABORAL EVENTUAL,9876.25,0501
2016,G,P,2312,15001,PRODUCTIVIDAD-CONSTANCIA,19455.48,0501
2016,G,P,2312,16000,SEGURIDAD SOCIAL,86572.71,0501
2016,G,P,2312,2269946,PROGRAMA BANCO DE ALIMENTOS,22890.00,0501
2016,G,P,2312,23120,LOCOMOCION PERSONAL NO DIRECTIVO,1430.64,0501
2016,G,P,2312,48001,SUBVENCION A CARITAS,7875.00,0501
2016,G,P,2312,48002,AYUDAS DE EMRGENCIA SOCIAL Y CONTRA LA EXCLUSION,74962.17,0501
2016,G,P,2312,48003,AYUDAS ECONOMICAS-FAMILIARES PARA LA INCLUSION SOCIAL,53523.17,0501
2016,G,P,2312,48010,PLAN EXTRAORDINARIO AYUDAS DE EMERGENCIA PARA LA INCLUSION SOCIAL,116000.00,0501
2016,G,P,2313,13000,RETRIBUCIONES BASICAS,68476.36,0501
2016,G,P,2313,13002,OTRAS REMUNERACIONES,10989.92,0501
2016,G,P,2313,14303,REFUERZO PLANTILLA ATENCION AL EMIGRANTE,23028.07,0501
2016,G,P,2313,15001,PRODUCTIVIDAD-CONSTANCIA,18313.04,0501
2016,G,P,2313,16000,SEGURIDAD SOCIAL,32142.33,0501
2016,G,P,2313,2269902,PLAN INTEGRAL DE LA JUVENTUD,1000.00,0501
2016,G,P,2313,2269915,PLAN MUNICIPAL DE DROGODEPENDENCIA,36050.60,0501
2016,G,P,2313,2269930,PROGRAMA ARQUIMIDES,6200.00,0501
2016,G,P,2313,2269931,INTERVENCION ENZONAS CON NECESIDAD DE TRANSFORMACION,28239.23,0501
2016,G,P,2313,2269933,PROGRAMA DE ATENCION FAMILIAR,33853.00,0501
2016,G,P,2313,2269936,"COOPERACION, ACTIVIDADES Y PROYECTOS SOCIALES",2000.00,0501
2016,G,P,2313,2269939,PROGRAMA DE IGUALDAD DE OPORTUNIDADES,2000.00,0501
2016,G,P,2313,2269944,INTEGRACION SOCIAL PARA INMIGRANTES,3394.39,0501
2016,G,P,2313,2269945,SERVICIO DE ATENCION SOCIO-EDUCATIVA,6000.00,0501
2016,G,P,2313,2269947,PROGRAMA TRATAMIENTO FAMILIA CON MENORES,91206.00,0501
2016,G,P,2313,2279949,PROGRAMA DE VOLUNTARIADO,3000.00,0501
2016,G,P,2313,2279967,PROGRAMA DE ATENCION INFANTIL TEMPRANA (P.A.I.T),109134.00,0501
2016,G,P,2313,23120,LOCOMOCION PERSONAL NO DIRECTIVO,362.35,0501
2016,G,P,2313,48005,CONVENIO ASOCIACION ALCOHOLICOS REHABILITADOS SAN JOSE,1500.00,0501
2016,G,P,2313,48006,CONVENIO ASOCIACION ALZHEIMER,3000.00,0501
2016,G,P,2313,63221,REHABILITACION EDIFICIO CENTRO DE MAYORES DE LA RINCONADA,100000.00,0501
2016,G,P,2314,14001,REFUERZO PERSONAL LEY DEPENDENCIA,37763.00,0501
2016,G,P,2314,2279937,SERVICIO MUNICIPAL DE REFUERZO DE AYUDA A DOMICILIO Y DEPENDENCIA,100000.00,0501
2016,G,P,2314,2279938,CONVENIO SERVICIO DE AYUDA A DOMICILIO (LEY DEPENDENCIA),1069178.67,0501
2016,G,P,2314,2279986,PROGRAMA CONSOLIDACION S.A.D.,63937.84,0501
2016,G,P,2211,16204,ACCION SOCIAL,1313.97,0502
2016,G,P,2211,16206,VESTUARIO,918.00,0502
2016,G,P,3200,13000,RETRIBUCIONES BASICAS,65336.54,0502
2016,G,P,3200,13100,RET.BASICAS LABORAL EVENTUAL,30192.29,0502
2016,G,P,3200,15000,PRODUCTIVIDAD ,840.00,0502
2016,G,P,3200,15001,PRODUCTIVIDAD-CONSTANCIA,5722.20,0502
2016,G,P,3200,16000,SEGURIDAD SOCIAL,32210.81,0502
2016,G,P,3200,23120,LOCOMOCION PERSONAL NO DIRECTIVO,738.00,0502
2016,G,P,3230,47201,CONCESION ESCUELA INFANTIL GLORIA FUERTES,434321.06,0502
2016,G,P,3230,47202,CONCESION ESCUELA INFANTIL GUARDERIA ALMONAZAR,289697.58,0502
2016,G,P,3230,47203,CONCESION ESCUELA INFANTIL GUARDERIA SANTA CRUZ,280409.04,0502
2016,G,P,3230,13000,RETRIBUCIONES BASICAS,224523.43,0502
2016,G,P,3230,13001,HORAS EXTRAORDINARIAS,2803.81,0502
2016,G,P,3230,15000,PRODUCTIVIDAD ,2450.00,0502
2016,G,P,3230,15001,PRODUCTIVIDAD-CONSTANCIA,20599.92,0502
2016,G,P,3230,16000,SEGURIDAD SOCIAL,85281.06,0502
2016,G,P,3230,21201,MANTENIMIENTO CENTROS EDUCATIVOS,62000.00,0502
2016,G,P,3230,22001,"PRENSA,REVISTA,LIBROS Y OTRAS PUBLICACIONES",600.00,0502
2016,G,P,3230,22103,COMBUSTIBLES Y CARBURANTES,15000.00,0502
2016,G,P,3230,22110,PRODUCTOS DE LIMPIEZA Y ASEO,30500.00,0502
2016,G,P,3230,2279948,SERVICIO AUXILIARES DE APOYO AULAS 2º CICLO INFANTIL,82000.00,0502
2016,G,P,3260,2260657,ACTOS DE DIFUSION EDUCATIVOS,2000.00,0502
2016,G,P,3260,22646,III PLAN DE IGUALDAD DE OPORTUNIDADES,1000.00,0502
2016,G,P,3260,2269902,PLAN INTEGRAL DE LA JUVENTUD,1000.00,0502
2016,G,P,3260,48100,"PREMIOS, BECAS COMEDOR Y MATERIAL BIBLIOGRAFICO",96000.00,0502
2016,G,P,3260,48900,OTRAS TRANSFERENCIAS,21548.95,0502
2016,G,P,3260,78900,OTRAS TRANSFERENCIAS,4451.05,0502
2016,G,P,3260,78901,PLAN ACCESIBILIDAD Y ELIMINACION BARRERAS EN CENTROS EDUCATIVOS,21000.00,0502
2016,G,P,1301,22000,ORDINARIO NO INVENTARIABLE,2000.00,0601
2016,G,P,1301,22001,"PRENSA,REVISTA,LIBROS Y OTRAS PUBLICACIONES",250.00,0601
2016,G,P,1301,22002,MATERIAL INFORMATICO NO INVENTARIABLE,1000.00,0601
2016,G,P,1301,22200,SERVICIO DE TELECOMUNICACIONES,13000.00,0601
2016,G,P,1301,23120,LOCOMOCION PERSONAL NO DIRECTIVO,1430.64,0601
2016,G,P,1321,12001,SUELDOS DEL GRUPO A2,28452.49,0601
2016,G,P,1321,12003,SUELDOS GRUPO C1,392173.94,0601
2016,G,P,1321,12006,TRIENIOS,78991.27,0601
2016,G,P,1321,12100,COMPLEMENTOS DE DESTINO,187204.78,0601
2016,G,P,1321,12101,COMPLEMENTOS ESPECIFICO,410070.21,0601
2016,G,P,1321,12103,OTROS COMPLEMENTOS,656.27,0601
2016,G,P,1321,13000,RETRIBUCIONES BASICAS,69412.47,0601
2016,G,P,1321,13100,RET.BASICAS LABORAL EVENTUAL,11264.25,0601
2016,G,P,1321,15000,PRODUCTIVIDAD ,297746.67,0601
2016,G,P,1321,15001,PRODUCTIVIDAD-CONSTANCIA,102999.60,0601
2016,G,P,1321,15100,GRATIFICACIONES,154525.05,0601
2016,G,P,1321,16000,SEGURIDAD SOCIAL,522789.20,0601
2016,G,P,1321,21220,MANTENIMIENTO CENTRAL MIXTA DE SEGURIDAD,2500.00,0601
2016,G,P,1321,21300,MANTENIMINETO EQUIPO DE TRANSMISIONES,2050.00,0601
2016,G,P,1321,21400,MATERIAL DE TRANSPORTE,16000.00,0601
2016,G,P,1321,22103,COMBUSTIBLES Y CARBURANTES,17000.00,0601
2016,G,P,1321,22104,VESTUARIO,13860.00,0601
2016,G,P,1321,22105,PRODUCTOS ALIMENTICIOS,500.00,0601
2016,G,P,1321,22106,PRODUCTOS FARMACEUTICOS Y MATERIAL SANITARIO,200.00,0601
2016,G,P,1321,2219909,"OTROS: MUNICION,EXTINTORES…",500.00,0601
2016,G,P,1321,22400,PRIMA DE SEGUROS,12500.00,0601
2016,G,P,1321,22701,SEGURIDAD,43200.00,0601
2016,G,P,1321,2270109,CAMPAÑAS DE TRAFICO Y SEGURIDAD VIAL,1500.00,0601
2016,G,P,1321,2279902,SERVICIO DE GRUA,2000.00,0601
2016,G,P,1321,2279965,MANTENIMINETO SISTEMAS DE GESTION INFORMATICOS,4350.00,0601
2016,G,P,1321,62553,ADQUISICION PISTOLA,4840.00,0601
2016,G,P,1321,62566,EQUIPAMIENTO CENTRAL MIXTA DE SEGURIDAD,1000.00,0601
2016,G,P,1321,62577,SISTEMAS DE SEGURIDAD VIAL,900.00,0601
2016,G,P,1321,62578,MATERIALES DE PROTECCION,2500.00,0601
2016,G,P,2211,16204,ACCION SOCIAL,5626.24,0601
2016,G,P,2211,16206,VESTUARIO,1096.50,0601
2016,G,P,1361,15103,SERVICIO EXTRAORDINARIO DE BOMBEROS,137500.00,0602
2016,G,P,1361,21202,MANTENIMIENTO PARQUE BOMBEROS,2000.00,0602
2016,G,P,1361,22103,COMBUSTIBLES Y CARBURANTES,7000.00,0602
2016,G,P,1361,2219928,MATERIALES DIVERSOS BOMBEROS,1200.00,0602
2016,G,P,1361,46101,"A DIPUTACION, CONVENIO BOMBEROS",77500.00,0602
2016,G,P,1361,62303,P.F.O.E.A. (ESTABLE),30000.00,0602
2016,G,P,2211,16200,FORMACION Y PERDECCIONAMIENTO DEL PERSONAL,4000.00,0701
2016,G,P,2211,16204,ACCION SOCIAL,562.60,0701
2016,G,P,2211,1620501,SEGURO DE VIDA,50000.00,0701
2016,G,P,2211,16206,VESTUARIO,2448.00,0701
2016,G,P,2211,16207,GASTOS DE PROTESIS Y TRATAMIENTOS ODONTOLÓGICOS,45000.00,0701
2016,G,P,9221,12003,SUELDOS GRUPO C1,9983.69,0701
2016,G,P,9221,12004,SUELDOS GRUPO C2,8462.37,0701
2016,G,P,9221,12006,TRIENIOS,1970.61,0701
2016,G,P,9221,12009,OTRAS RETRIBUCIONES BASICAS,43497.19,0701
2016,G,P,9221,12100,COMPLEMENTOS DE DESTINO,9260.85,0701
2016,G,P,9221,12101,COMPLEMENTOS ESPECIFICO,14933.68,0701
2016,G,P,9221,13000,RETRIBUCIONES BASICAS,102074.47,0701
2016,G,P,9221,13002,OTRAS REMUNERACIONES,184289.09,0701
2016,G,P,9221,13100,RET.BASICAS LABORAL EVENTUAL,119207.55,0701
2016,G,P,9221,15000,PRODUCTIVIDAD ,52392.82,0701
2016,G,P,9221,15001,PRODUCTIVIDAD-CONSTANCIA,26322.12,0701
2016,G,P,9221,15100,GRATIFICACIONES,20000.00,0701
2016,G,P,9221,16000,SEGURIDAD SOCIAL,110512.42,0701
2016,G,P,9221,16106,PROVISIONES POR JUBILACION Y OTROS CONCEPTOS,20000.00,0701
2016,G,P,9221,22000,ORDINARIO NO INVENTARIABLE,2300.00,0701
2016,G,P,9221,22200,SERVICIO DE TELECOMUNICACIONES,4000.00,0701
2016,G,P,9221,22607,OPOSICIONES Y PRUEBAS SELECTIVAS,1000.00,0701
2016,G,P,9221,22750,SERVICIO DE PREVENCION AJENO,13310.00,0701
2016,G,P,9221,22754,SERVICIO DE PREVENCION AJENO (GESTION PROPIA),3000.00,0701
2016,G,P,9221,22797,VIGILANCIA DE LA SALUD DE LOS TRABAJADORES,7856.22,0701
2016,G,P,9221,23020,DIETAS DEL PERSONAL DIRECTIVO,2100.00,0701
2016,G,P,9221,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2861.28,0701
2016,G,P,9221,48103,PREMIOS A LA EFICIENCIA,750.00,0701
2016,G,P,9221,83000,ANTICIPOS AL PERSONAL A CORTO PLAZO,15000.00,0701
2016,G,P,9221,83100,ANTICIPOS AL PERSONAL A LARGO PLAZO,60000.00,0701
2016,G,P,9221,83101,ANTICIPOS AL PERSONAL FONDO EXTRAORDINARIO,6010.12,0701
2016,G,P,3381,22000,ORDINARIO NO INVENTARIABLE,500.00,0801
2016,G,P,3381,2269924,FIESTAS PATRONALES DE LA RINCONADA,2000.00,0801
2016,G,P,3381,2269970,CABALGATAS REYES MAGOS LA RINCONADA,54333.88,0801
2016,G,P,3381,2269971,CARNAVAL DE LA RINCONADA(UNIFICADO),51100.00,0801
2016,G,P,3381,2269972,CELEBRACION DIA DE ANDALUCIA,4700.00,0801
2016,G,P,3381,2269973,CELEBRACION DE FERIAS,82500.00,0801
2016,G,P,3381,2279942,GASTOS DE PROMOCION DE FESTEJOS POPULARES,1500.00,0801
2016,G,P,3381,48902,SUBVENCION HERMANDADES SEMANA SANTA,12000.00,0801
2016,G,P,3381,48907,"SUBVENCION HERMANDAD DE LA SALUD, CELEBRACION CORPUS CHRISTI",300.00,0801
2016,G,P,3381,48908,"SUBVENCION HDAD. CRISTO DEL PERDON, CRUCES DE MAYO",600.00,0801
2016,G,P,3381,48909,"SUBVENCION HDAD. VIRGEN DE LOS DOLORES, FIESTA PATRONALES",450.00,0801
2016,G,P,3381,48910,"SUBVENCION PEÑA MOTERA, RUTA MOTOTURISTICA",800.00,0801
2016,G,P,3381,48928,SUBVENCION DIA DEL PATRON,1502.53,0801
2016,G,P,3381,48951,"SUBVENCION AGRUPACION SAN ISIDRO, ROMERIA",700.00,0801
2016,G,P,2211,16204,ACCION SOCIAL,486.49,0901
2016,G,P,2211,16206,VESTUARIO,612.00,0901
2016,G,P,3371,13000,RETRIBUCIONES BASICAS,48378.43,0901
2016,G,P,3371,13001,HORAS EXTRAORDINARIAS,1345.59,0901
2016,G,P,3371,15000,PRODUCTIVIDAD ,3220.00,0901
2016,G,P,3371,15001,PRODUCTIVIDAD-CONSTANCIA,4577.76,0901
2016,G,P,3371,16000,SEGURIDAD SOCIAL,18997.80,0901
2016,G,P,3371,22000,ORDINARIO NO INVENTARIABLE,800.00,0901
2016,G,P,3371,22001,"PRENSA,REVISTA,LIBROS Y OTRAS PUBLICACIONES",100.00,0901
2016,G,P,3371,22200,SERVICIO DE TELECOMUNICACIONES,2175.00,0901
2016,G,P,3371,23120,LOCOMOCION PERSONAL NO DIRECTIVO,1430.64,0901
2016,G,P,3372,21219,MANTENIMIENTO Y MEJORA DE ESPACIOS JUVENILES,1000.00,0901
2016,G,P,3372,21400,MATERIAL DE TRANSPORTE,1500.00,0901
2016,G,P,3372,22104,VESTUARIO,700.00,0901
2016,G,P,3372,2260614,ACTIVIDADES FORMATIVAS Y ESCUELA DE TIEMPO LIBRE,4000.00,0901
2016,G,P,3372,22646,III PLAN DE IGUALDAD DE OPORTUNIDADES,1350.00,0901
2016,G,P,3372,2269921,PROGRAMACION ESPACIO JOVEN,4000.00,0901
2016,G,P,3372,2269984,ACTIVIDADES EN LA NATURALEZA,31700.00,0901
2016,G,P,3372,2269985,PLAN INFORMACION Y DIVULGACION C.I.J.,14000.00,0901
2016,G,P,3372,2279922,PROGRAMA DE OCIO AL AIRE LIBRE,4000.00,0901
2016,G,P,3372,2279996,"PLAN DE OCIO ALTERNATIVO, DIVERSIO 180º",27500.00,0901
2016,G,P,3372,2279997,CLUB DIVERSIA,10000.00,0901
2016,G,P,3372,48914,SUBVENCION A ASOCIACIONES JUVENILES,600.00,0901
2016,G,P,3372,62216,INVERSIONES EN ESPACIOS JUVENILES,2000.00,0901
2016,G,P,2211,16206,VESTUARIO,459.00,0902
2016,G,P,4931,22000,ORDINARIO NO INVENTARIABLE,100.00,0902
2016,G,P,4931,22200,SERVICIO DE TELECOMUNICACIONES,900.00,0902
2016,G,P,4931,48935,ASESORAMIENTO CONTRA DESAHUCIOS Y OTRAS ACTIVIDADES,4000.00,0902
2016,G,P,4931,48952,SERVICIOS EN LA OMIC,6737.40,0902
2016,G,P,9241,13001,HORAS EXTRAORDINARIAS,187.22,0902
2016,G,P,9241,13100,RET.BASICAS LABORAL EVENTUAL,9985.34,0902
2016,G,P,9241,15001,PRODUCTIVIDAD-CONSTANCIA,1144.44,0902
2016,G,P,9241,16000,SEGURIDAD SOCIAL,3818.15,0902
2016,G,P,9241,22000,ORDINARIO NO INVENTARIABLE,100.00,0902
2016,G,P,9241,22002,MATERIAL INFORMATICO NO INVENTARIABLE,200.00,0902
2016,G,P,9241,22200,SERVICIO DE TELECOMUNICACIONES,900.00,0902
2016,G,P,9241,2260605,DESARROLLO DE DISTRITOS,500.00,0902
2016,G,P,9241,2260606,SERVICIO DE ATENCION AL CIUDADANO,100.00,0902
2016,G,P,9241,2260615,COMUNICACIÓN Y PARTICIPACION,4000.00,0902
2016,G,P,9241,22646,III PLAN DE IGUALDAD DE OPORTUNIDADES,1000.00,0902
